chr	end	rsID	gene.symbol	ClinicalSignificance.1	PhenotypeList	trait	pvalue	start.x	start.y	epi_chr	epi_start	epi_end	epi_state	eQTL_gut_tissue	eQTL_gut_gene
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000149485.12	Stomach
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000149485.12	Stomach
chr11	61569830	rs174546	FADS1	NA	NA	metabolic syndrome	6e-07	61569829	61569830	chr11	61566000	61570000	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61564000	61579400	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61571400	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61570800	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61565800	61572000	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61563800	61577400	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569800	61580600	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61569600	61572800	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61570000	61573000	4_Tx	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Esophagus_Muscularis
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134825.9	Colon_Transverse
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000124920.9	Esophagus_Mucosa
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Colon_Sigmoid
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Small_Intestine_Terminal_Ileum
chr11	61570783	rs174547	FADS2	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000134824.9	Colon_Transverse
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Stomach
chr11	61570783	rs174547	FADS1	NA	NA	diabetes mellitus	7e-25	61570782	61570783	chr11	61561400	61581600	5_TxWk	ENSG00000149485.12	Esophagus_Mucosa
